processed_tweet,final_class,tweetid
Extreme Cold Warning issued for  yqr Wind chills below -40   Con't warning for: Yorkton - M…,0,7064
Extreme Cold Warning issued for  yqr Wind chills below -40   Con't warning for: Yorkton… ,0,7065
I've come to realize that I truly despise to the term 'if you *actually* do your research'. It's nauseatingly condescending.,0,7066
 Our Persian rug became a Persian wall hanging during the Pet Era. Vomiting; clawing cat; hamster that… ,0,7067
  Tell me about it and I'm only cough cough 29 cough cough.,0,7068
The Raptors starting seven are ready! tangerinefanangle wethenorth ,0,7069
'Our brains are like a mental gas tank': COVID-19 fatigue setting in during 10th month of pandemic… ,0,7070
retweet if you remember ,0,7071
 4 million. 5% dividend gives you 200k passive income; low risk; no headache.,0,7072
 “some people have real problems” literally k¥$,0,7073
Tired af but too nauseous to sleep,0,7074
_coughing Love this! My husband and I laugh during sex constantly for various reasons. <U+0001F602> The other couple sounds like they don't enjoy themselves properly.,0,7075
 _Wheeler My son has a fever; we go to the hospital; he’s 1; “no no it’s ok he’s an infant; he doesn’… ,1,7076
This gave me chills. ,0,7077
Relistening to  Fear because of . Chills all over again. Holy f; Begonia!,0,7078
<U+26A0><U+FE0F>topical song<U+26A0><U+FE0F> “i’m coughing up a lung or two. just so you know; i’m breathing well in front of you.” ,0,7079
IKnewIHadCabinFeverWhen my sister started looking good,0,7080
 What’s your take Nostradamus? ,0,7081
To the customer who was hella coughing without a mask on: I’d like to kindly remind you that we’re wearing a mask t… ,0,7082
Opened the window for some fresh fall air only to hear the neighbour coughing up a lung. <U+0001F644><U+0001F644> Awas go back inside.,1,7083
  Coughing into his fist instead of elbow... mask is useless <U+0001F62A>,0,7084
 I hate it XD,0,7085
 yeah my computer's older and a lot of website redesigns aren't made with older computers in mind.,0,7086
*cough* mine ,0,7087
 It's very very slow on my computer is the biggest issue and there's so much lag when I type,0,7088
 I'm a native Azeri Turkish speaker - this script is much better for Turkish; latin gives me a headache… ,0,7089
_artistry BRO I DO THIS STILL,0,7090
Wow super fun to wake at 5:30 with cat diarrhea all over the duvet. Good sign for the day to come am I right?,0,7091
I love hard drives so much; it's so cozy and headache-free. ,0,7092
Me because Inuyasha owns my ass ,0,7093
I have the exact same issue every round;usually very early in the round I get dizzy with a headache! <U+0001F601><U+0001F60B>… ,0,7094
_Garrett I remember early in the pandemic; being super diligent; and came down with a horrible cough.....thi… ,1,7095
Veterinarians and veterinary technologists struggling with compassion fatigue and burnout need to care for themselves to be a…,0,7096
 Got cought slackin,0,7097
Another useful idiot protestor lying because he has no argument other than vomiting racially charged filth. Pathetic. I was…,0,7098
Poor OnLive. You stumbled out of the gate; pelted with vegetables and vomited from embarrassment so that Playstatio… ,0,7099
The concession store at Good Spirit Beach say they’ve been struggling financially because of the beach closures. …,0,7100
WATCH: The Wednesday; June 3; 2020 edition of Global News at 6 with Carlyle Fiset on Global Regina. ,0,7101
I dropped out Psychedelics were my teachers I cough a cloud My brain cells melt Into the ether Now I am cottonmouth Wind…,0,7102
_Fever Me too. It just happened last night. I was trying to edit some photos and the program wasn't respondi… ,0,7103
Your 2021 Fever Dream | H<U+0001D522><U+0001D529><U+0001D529> <U+0001D51A><U+0001D52C><U+0001D52F><U+0001D529><U+0001D521> Ep. 3  via ,0,7104
_84   Helicopter blades make me nauseous. The rotation and sound. <U+0001F922><U+0001F922>,0,7105
I’ll gladly Lysol wipe my mailbox everyday if it means . continues to do us all a solid.,0,7106
So; no call from the urologist re: surgery yet. Running a fever and in lots of pain. Called the urologist on call;… ,0,7107
So if I do actually stream today; I may be a little tired... I’ve been up half the night dealing with a headache th… ,0,7108
no last boss ever gonna hit me as hard as this one; pure chills. He needs not a title but a single name - Ganon ,0,7109
MYTH: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort means you are free fr…,0,7110
"ME/CFS FATIGUE:
<U+0001F92A>10 minute phone call
<U+0001F447> Eating
<U+0001F62D> Showering
<U+0001F6CC> After leaving the house
<U+0001F92A> Reading for 15 minutes
<U+0001F92B> After 30 min watching a movie
<U+0001F971> 8pm every night
<U+0001F634> 3 naps a day regardless
ChronicPain migraine MECFS OccipitalNeuralgia Faitgue ",0,7111
RT __:  <U+0001F97A><U+0001F97A><U+0001F97A>thanks bb<U+0001F495><U+0001F495><U+2764><U+FE0F>,0,7112
WATCH: A Prince Albert bishop says the government isn’t showing how deadly COVID-19 can be.<U+200B>  ,0,7113
Haven’t decided if I’ll even tune in tomorrow. Will it be worth the chest pains? The stress headache? The impending… ,0,7114
Haven’t decided if I’ll even tune in tomorrow. Will it be worth the chest pains? The stress headache? The impending sense of d…,0,7115
 <U+0001F97A><U+0001F97A><U+0001F97A>thanks bb<U+0001F495><U+0001F495><U+2764><U+FE0F>,0,7116
Mine was a buzzing noise in my ear; like it felt plugged followed by sore eyes; then fever. Went downhill quickly f… ,0,7117
 Not certain how 'fever and loss of law suit' fit together. Somewhere between 2 and 3 of the 90 'reasons' seem valid.,0,7118
ME/CFS FATIGUE: <U+0001F92A>10 minute phone call <U+0001F447> Eating <U+0001F62D> Showering <U+0001F6CC> After leaving the house <U+0001F92A> Reading for 15 minutes <U+0001F92B> After…,0,7119
 *coughs in canadian*,0,7120
The grocery store smelled like throw up today <U+0001F44D><U+0001F3FB>,0,7121
Our neighbours are open-mouth coughing while loading golf clubs into their car and I’m just; so; so happy for their fun su…,0,7122
 Exactly! I can be nauseous a/o sleep my whole life; or smoke something and get pain relief while I'm giggly.,0,7123
Our neighbours are open-mouth coughing while loading golf clubs into their car and I’m just; so; so happy for their fun summer day.,1,7124
 Id pay ten bucks to rent it,0,7125
 Read this in my head in a Jeff foxworthy voice idk if that was your intention,0,7126
What’s good for spreadsheet headache? Tell me it’s tequila. ,0,7127
So basically either hope they play better defense  or they dont vomit all over themselves as badly in the Tyus minutes are our options,0,7128
After 6 months I finally tried working from bed and now my whole body aches how do people do this?,0,7129
Take it slow in the snow when driving! If you develop any increased shortness of breath or chest pain while shoveling ST…,0,7130
Watching the snow fall and blow. Hoping this pressure headache ends soon.,0,7131
 I'm in a funk. Hint hint. Ahem. Cough Cough,0,7132
 Get out Kim he ain’t worth the headache luv xx,0,7133
 I’m so glad this is finally being taken seriously! Chronic nausea is awful.,0,7134
I'm so pleased that rules about golf got so much air play this morning. They're raising the golf ball holes; you guys; s…,0,7135
A few baseball cards  A sack of marbles  And cough ....mumbles.... Petie,0,7136
I’m hoping  will be able to maybe move up the premiere of _Billions to help out with the impending cabin fever!,0,7137
That would be nice; but as a dog returneth to its vomit ... ,0,7138
Honestly three people have cut the line because the flow is not clear. Someone has no mask on and is coughing.  Peo… ,0,7139
 One day I ate way too much poutine so much that I start to feel nauseous even having a fork of poutine will make me feel like,0,7140
Be who you were meant to Be.  fullmoonvibes fullmoonfever fullmoonceremony  weip justbe grateful blessed… ,0,7141
Will woke up with a headache this morning anyways make do today hopefully its a fast one then go back to sleep and… ,0,7142
The possibility of a December Grey Cup in Winnipeg gives me the chills. If it happens; it's going to be COLD!!!,0,7143
_dryburgh It’s helped me immensely! More so with cognitive function than with physical fatigue; but I also c… ,0,7144
  Not a top pairing dman anymore but yeah; far from useless. Drop him down to the second pai… ,0,7145
  Make sure to get either good slippers or a anti fatigue mat to stand on. It makes a big dif… ,0,7146
_Fadeaway _visser21 Diarrhea (I mean Chipotle) would like a word with you; Fab.   I see no lies in the original post.,0,7147
RT _paulson: What does bookly success look like to you; WritingCommunity?,0,7148
I don't think I've ever done this before but hear me out; I took a meme and made a Minecraft version of it ,0,7149
 Make sure you shake tRumps hand; cough in his face or sneeze; anything. Just make sure you expose him <U+0001F602><U+0001F602><U+0001F30A>,0,7150
   *cough cough* and one Saskatoon resident,0,7151
 _G_09 I got lucky I just had a sore arm and a tiny headache the next day. Hope it doesn't get worse for you.,0,7152
How to survive -50 C windchills: fleece lined leggings. ,0,7153
My teacher says you can't smell pictures. ,0,7154
_Fever I get that Dabb and his writers no longer care about telling and good story or creating a worthy endi… ,0,7155
_Fever They no longer care about the show is obvious. The only thing they like is the praise they get for their horrible writing.,0,7156
 I’ve got the chills; but they’re not multiplying.,0,7157
Hands up if anyone in your house has a fever/chills. <U+0001F64B><U+200D><U+2640><U+FE0F><U+0001F64B><U+200D><U+2640><U+FE0F>It's weird how what we would normally brush off; carri… ,0,7158
_Fever This really wasn't worth the wait. They should have never taken a break.,0,7159
_Fever I'm so sorry you had to suffer through that. ,0,7160
_Fever I feel you. All hopes of SPN getting a proper ending is fading after each episode.,0,7161
Gaming with my bro's Bday stream part 2  _RTs _RT __Gaming  ,0,7162
This is the perfect antidote to cabin fever. Spend as little or as long as you like browsing through and classifying amazin…,0,7163
<U+0001F381> $1600 BUTTERFLY FADE 97% FADE GIVEAWAY<U+0001F48E>  <U+2705> RT <U+2705> FOLLOW  <U+2705> FOLLOW  <U+2705> Use my SkinBaron affiliate link…,0,7164
